text,congress,chamber,date,,,,
To modify a land grant patent issued by the Secretary of the Interior,One-Hundred and Twelfth Congress,House,6/18/2012,,,,
To direct the head of each Federal department and agency to treat relevant military training as sufficient to satisfy training or certification requirements for Federal licenses,One-Hundred and Twelfth Congress,House,7/9/2012,,,,
To amend the Electronic Fund Transfer Act to limit the fee disclosure requirement for an automatic teller machine to the screen of that machine,One-Hundred and Twelfth Congress,House,7/9/2012,,,,
Hydropower Regulatory Efficiency Act of 2012,One-Hundred and Twelfth Congress,House,7/9/2012,,,,
"To designate the facility of the United States Postal Service located at 133 Hare Road in Crosby, Texas, as the Army First Sergeant David McNerney Post Office Building",One-Hundred and Twelfth Congress,House,7/23/2012,,,,
Expressing the sense of Congress regarding actions to preserve and advance the multistakeholder governance model under which the Internet has thrived,One-Hundred and Twelfth Congress,House,8/2/2012,,,,
"To revise the authority of the Librarian of Congress to accept gifts and bequests on behalf of the Library, and for other purposes",One-Hundred and Twelfth Congress,House,9/10/2012,,,,
To amend the Internal Revenue Code of 1986 to exclude from gross income any discharge of indebtedness income on education loans of deceased veterans,One-Hundred and Twelfth Congress,House,9/19/2012,,,,
Expressing the sense of Congress regarding actions to preserve and advance the multistakeholder governance model under which the Internet has thrived,One-Hundred and Twelfth Congress,House,12/5/2012,,,,
"To make revisions in title 36, United States Code, as necessary to keep the title current and make technical corrections and improvements",One-Hundred and Twelfth Congress,House,12/5/2012,,,,
"To intensify efforts to identify, prevent, and recover payment error, waste, fraud, and abuse within Federal spending",One-Hundred and Twelfth Congress,House,12/13/2012,,,,
"To make technical corrections to the legal description of certain land to be held in trust for the Barona Band of Mission Indians, and for other purposes",One-Hundred and Twelfth Congress,House,12/17/2012,,,,
"To designate the facility of the Department of Veterans Affairs located at 9800 West Commercial Boulevard in Sunrise, Florida as the illiam illKling VA Clinic,One-Hundred and Twelfth Congress,House,12/20/2012
Foreign Aid Transparency and Accountability Act,One-Hundred and Twelfth Congress,House,12/30/2012
Dignified Burial and Other VeteransBenefits Improvement Act,One-Hundred and Twelfth Congress,House,12/30/2012
To redesignate the Dryden Flight Research Center as the Neil A. Armstrong Flight Research Center and the Western Aeronautical Test Range as the Hugh L. Dryden Aeronautical Test Range,One-Hundred and Twelfth Congress,House,12/31/2012
A resolution honoring the victims and heroes of the shooting on January 8", 2011 in Tucson, Arizona.",One-Hundred and Twelfth Congress,Senate,1/26/2011,,
"Diana Saldana, of Texas, to be United States District Judge for the Southern District of Texas",One-Hundred and Twelfth Congress,Senate,2/7/2011,,,,
"Paul Kinloch Holmes III, of Arkansas, to be United States District Judge for the Western District of Arkansas",One-Hundred and Twelfth Congress,Senate,2/7/2011,,,,
"Edward J. Davila, of California, to be United States District Judge for the Northern District of California",One-Hundred and Twelfth Congress,Senate,2/14/2011,,,,
To impose a criminal penalty for unauthorized recording or distribution of images produced using advanced imaging technology during screenings of individuals at airports and upon entry to Federal buildings.,One-Hundred and Twelfth Congress,Senate,2/15/2011,,,,
"Steve C. Jones, of Georgia, to be United States District Judge for the Northern District of Georgia",One-Hundred and Twelfth Congress,Senate,2/28/2011,,,,
"James E. Shadid, of Illinois, to be United States District Judge for the Central District of Illinois",One-Hundred and Twelfth Congress,Senate,3/7/2011,,,,
"Anthony J. Battaglia, of California, to be United States District Judge for the Southern District of California",One-Hundred and Twelfth Congress,Senate,3/7/2011,,,,
"Max Oliver Cogburn, Jr., of North Carolina, to be United States District Judge for the Western District of North Carolina",One-Hundred and Twelfth Congress,Senate,3/10/2011,,,,
"James Emanuel Boasberg, of the District of Columbia, to be United States District Judge for the District of Columbia",One-Hundred and Twelfth Congress,Senate,3/14/2011,,,,
To strike the Federal authorization of the National Veterans Business Development Corporation.,One-Hundred and Twelfth Congress,Senate,3/16/2011,,,,
To require contractors to notify small business concerns that have been included in offers relating to contracts let by Federal agencies.,One-Hundred and Twelfth Congress,Senate,3/16/2011,,,,
"Amy Berman Jackson, of the District of Columbia, to be United States District Judge for the District of Columbia",One-Hundred and Twelfth Congress,Senate,3/17/2011,,,,
"Mae A. D'Agostino, of New York, to be United States District Judge for the Northern District of New York",One-Hundred and Twelfth Congress,Senate,3/28/2011,,,,
"Jimmie V. Reyna, of Maryland, to be United States Circuit Judge for the Federal Circuit",One-Hundred and Twelfth Congress,Senate,4/4/2011,,,,
To save at least $20 million annually by ending federal unemployment payments to jobless millionaires and billionaires.,One-Hundred and Twelfth Congress,Senate,4/6/2011,,,,
"John A. Kronstadt, of California, to be United States District Judge for the Central District of California",One-Hundred and Twelfth Congress,Senate,4/12/2011,,,,
"Kevin Hunter Sharp, of Tennessee, to be United States District Judge for the Middle District of Tennessee",One-Hundred and Twelfth Congress,Senate,5/2/2011,,,,
"A resolution honoring the members of the military and intelligence community who carried out the mission that killed Osama bin Laden, and for other purposes.",One-Hundred and Twelfth Congress,Senate,5/3/2011,,,,
"Arenda L. Wright Allen, of Virginia, to be United States District Judge for the Eastern District of Virginia",One-Hundred and Twelfth Congress,Senate,5/11/2011,,,,
"Michael Francis Urbanski, of Virginia, to be United States District Judge for the Western District of Virginia",One-Hundred and Twelfth Congress,Senate,5/12/2011,,,,
"Claire C. Cecchi, of New Jersey, to be United States District Judge for the District of New Jersey",One-Hundred and Twelfth Congress,Senate,6/14/2011,,,,
"Leon E. Panetta, of California, to be Secretary of Defense",One-Hundred and Twelfth Congress,Senate,6/21/2011,,,,
"David H. Petraeus, of New Hampshire, to be Director of the Central Intelligence Agency",One-Hundred and Twelfth Congress,Senate,6/30/2011,,,,
"Paul A. Engelmayer, of New York, to be United States District Judge for the Southern District of New York",One-Hundred and Twelfth Congress,Senate,7/26/2011,,,,
"Robert S. Mueller, III, of California, to be Director of the Federal Bureau of Investigation for a term expiring September 4, 2013",One-Hundred and Twelfth Congress,Senate,7/27/2011,,,,
"Timothy M. Cain, of South Carolina, to be United States District Judge for the District of South Carolina",One-Hundred and Twelfth Congress,Senate,9/20/2011,,,,
"Henry F. Floyd, of South Carolina, to be United States Circuit Judge for the Fourth Circuit",One-Hundred and Twelfth Congress,Senate,10/3/2011,,,,
"Jane Margaret Triche-Milazzo, of Louisiana, to be United States District Judge for the Eastern District of Louisiana",One-Hundred and Twelfth Congress,Senate,10/11/2011,,,,
To prohibit funding for Operation Fast and Furious or similar "gun walking" programs.,One-Hundred and Twelfth Congress,Senate,10/18/2011,,,,
"Stephen A. Higginson, of Louisiana, to be United States Circuit Judge for the Fifth Circuit",One-Hundred and Twelfth Congress,Senate,10/31/2011,,,,
"Scott Wesley Skavdahl, of Wyoming, to be United States District Judge for the District of Wyoming",One-Hundred and Twelfth Congress,Senate,11/3/2011,,,,
"Evan Jonathan Wallach, of New York, to be United States Circuit Judge for the Federal Circuit",One-Hundred and Twelfth Congress,Senate,11/8/2011,,,,
"To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities, to modify the calculation of modified adjusted gross income for purposes of determining eligibility for certain healthcare-related programs, and for other purposes.",One-Hundred and Twelfth Congress,Senate,11/10/2011,,,,
"Christopher Droney, of Connecticut, to be United States Circuit Judge for the Second Circuit",One-Hundred and Twelfth Congress,Senate,11/28/2011,,,,
"To require the imposition of sanctions with respect to the financial sector of Iran, including the Central Bank of Iran.",One-Hundred and Twelfth Congress,Senate,12/1/2011,,,,
"Edgardo Ramos, of Connecticut, to be United States District Judge for the Southern District of New York",One-Hundred and Twelfth Congress,Senate,12/5/2011,,,,
To require the Secretary of Veterans Affairs to submit to Congress a plan to reduce the current backlog of veterans claims.,One-Hundred and Twelfth Congress,Senate,11/29/2012,,,,
To enhance sanctions imposed with respect to Iran.,One-Hundred and Twelfth Congress,Senate,11/30/2012,,,,
"An original bill to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",One-Hundred and Twelfth Congress,Senate,12/3/2012,,,,
"Mark E. Walker, of Florida, to be United States District Judge for the Northern District of Florida",One-Hundred and Twelfth Congress,Senate,12/6/2012,,,,
"John E. Dowdell, of Oklahoma, to be United States District Judge for the Northern District of Oklahoma",One-Hundred and Twelfth Congress,Senate,12/11/2012,,,,
